Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,Equity,"981,298.80",0.00,"981,298.80","11,160.00",87.93,United States,NASDAQ,USD,1.00,--
CATY,CATHAY GENERAL BANCORP,Financials,Equity,"981,967.77",0.00,"981,967.77","17,451.00",56.27,United States,NASDAQ,USD,1.00,--
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,"982,055.36",0.00,"982,055.36","25,363.00",38.72,United States,NYSE,USD,1.00,--
OTTR,OTTER TAIL CORP,Utilities,Equity,"976,739.58",0.00,"976,739.58","10,831.00",90.18,United States,NASDAQ,USD,1.00,--
GFF,GRIFFON CORP,Industrials,Equity,"976,195.33",0.00,"976,195.33","11,363.00",85.91,United States,NYSE,USD,1.00,--
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,"973,396.60",0.00,"973,396.60","17,666.00",55.10,United States,NASDAQ,USD,1.00,--
CC,CHEMOURS,Materials,Equity,"973,467.88",0.00,"973,467.88","39,158.00",24.86,United States,NYSE,USD,1.00,--
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,Equity,"971,571.42",0.00,"971,571.42","58,599.00",16.58,United States,NYSE,USD,1.00,--
SKYW,SKYWEST INC,Industrials,Equity,"971,673.30",0.00,"971,673.30","11,609.00",83.70,United States,NASDAQ,USD,1.00,--
BMI,BADGER METER INC,Information Technology,Equity,"971,820.72",0.00,"971,820.72","8,268.00",117.54,United States,NYSE,USD,1.00,--
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"969,435.00",0.00,"969,435.00","112,725.00",8.60,United States,NASDAQ,USD,1.00,--
NWS,NEWS CORP CLASS B,Communication,Equity,"969,658.88",0.00,"969,658.88","32,236.00",30.08,United States,NASDAQ,USD,1.00,--
CDP,COPT DEFENSE PROPERTIES,Real Estate,Equity,"965,008.50",0.00,"965,008.50","30,490.00",31.65,United States,NYSE,USD,1.00,--
FHB,FIRST HAWAIIAN INC,Financials,Equity,"965,183.05",0.00,"965,183.05","36,217.00",26.65,United States,NASDAQ,USD,1.00,--
ADT,ADT INC,Consumer Discretionary,Equity,"965,257.90",0.00,"965,257.90","139,690.00",6.91,United States,NYSE,USD,1.00,--
AMBA,AMBARELLA INC,Information Technology,Equity,"962,674.16",0.00,"962,674.16","11,879.00",81.04,United States,NASDAQ,USD,1.00,--
IRT,INDEPENDENCE REALTY INC,Real Estate,Equity,"963,560.00",0.00,"963,560.00","59,296.00",16.25,United States,NYSE,USD,1.00,--
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,Equity,"961,199.55",0.00,"961,199.55",867.00,"1,108.65",United States,NYSE,USD,1.00,--
CENX,CENTURY ALUMINUM,Materials,Equity,"961,597.44",0.00,"961,597.44","15,651.00",61.44,United States,NASDAQ,USD,1.00,--
KN,KNOWLES CORP,Information Technology,Equity,"959,782.40",0.00,"959,782.40","26,720.00",35.92,United States,NYSE,USD,1.00,--
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Equity,"951,431.04",0.00,"951,431.04","7,056.00",134.84,United States,NYSE,USD,1.00,--
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,"951,619.82",0.00,"951,619.82","10,862.00",87.61,United States,NASDAQ,USD,1.00,--
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"949,149.18",0.00,"949,149.18","10,906.00",87.03,United States,NYSE,USD,1.00,--
OLN,OLIN CORP,Materials,Equity,"949,318.28",0.00,"949,318.28","34,222.00",27.74,United States,NYSE,USD,1.00,--
BNL,BROADSTONE NET LEASE INC,Real Estate,Equity,"949,645.84",0.00,"949,645.84","48,059.00",19.76,United States,NYSE,USD,1.00,--
WING,WINGSTOP INC,Consumer Discretionary,Equity,"950,252.48",0.00,"950,252.48","7,988.00",118.96,United States,NASDAQ,USD,1.00,--
YETI,YETI HOLDINGS INC,Consumer Discretionary,Equity,"943,438.34",0.00,"943,438.34","23,186.00",40.69,United States,NYSE,USD,1.00,--
GNW,GENWORTH FINANCIAL INC,Financials,Equity,"943,887.60",0.00,"943,887.60","102,820.00",9.18,United States,NYSE,USD,1.00,--
MHO,M I HOMES INC,Consumer Discretionary,Equity,"944,144.13",0.00,"944,144.13","7,463.00",126.51,United States,NYSE,USD,1.00,--
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,"944,642.30",0.00,"944,642.30","12,026.00",78.55,United States,NYSE,USD,1.00,--
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"941,050.65",0.00,"941,050.65","11,215.00",83.91,United States,NASDAQ,USD,1.00,--
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"937,018.58",0.00,"937,018.58","10,958.00",85.51,United States,NYSE,USD,1.00,--
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,"933,077.61",0.00,"933,077.61","11,961.00",78.01,United States,NASDAQ,USD,1.00,--
OGN,ORGANON,Health Care,Equity,"933,757.12",0.00,"933,757.12","69,892.00",13.36,United States,NYSE,USD,1.00,--
KFY,KORN FERRY,Industrials,Equity,"929,466.78",0.00,"929,466.78","14,498.00",64.11,United States,NYSE,USD,1.00,--
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"929,534.88",0.00,"929,534.88","6,187.00",150.24,United States,NASDAQ,USD,1.00,--
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,"930,296.62",0.00,"930,296.62","10,714.00",86.83,United States,NYSE,USD,1.00,--
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"927,140.76",0.00,"927,140.76","12,129.00",76.44,United States,NASDAQ,USD,1.00,--
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"925,618.54",0.00,"925,618.54","15,554.00",59.51,United States,NASDAQ,USD,1.00,--
BKU,BANKUNITED INC,Financials,Equity,"926,174.48",0.00,"926,174.48","20,108.00",46.06,United States,NYSE,USD,1.00,--
BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Equity,"926,520.70",0.00,"926,520.70","15,085.00",61.42,United States,NASDAQ,USD,1.00,--
PBF,PBF ENERGY INC CLASS A,Energy,Equity,"921,454.20",0.00,"921,454.20","22,668.00",40.65,United States,NYSE,USD,1.00,--
BOX,BOX INC CLASS A,Information Technology,Equity,"921,594.24",0.00,"921,594.24","38,304.00",24.06,United States,NYSE,USD,1.00,--
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity,"922,053.24",0.00,"922,053.24","5,454.00",169.06,United States,NYSE,USD,1.00,--
KTB,KONTOOR BRANDS INC,Consumer Discretionary,Equity,"922,659.52",0.00,"922,659.52","14,489.00",63.68,United States,NYSE,USD,1.00,--
KRMN,KARMAN HOLDINGS INC,Industrials,Equity,"920,384.82",0.00,"920,384.82","13,941.00",66.02,United States,NYSE,USD,1.00,--
FUL,HB FULLER,Materials,Equity,"918,834.40",0.00,"918,834.40","15,440.00",59.51,United States,NYSE,USD,1.00,--
AVA,AVISTA CORP,Utilities,Equity,"917,003.64",0.00,"917,003.64","22,279.00",41.16,United States,NYSE,USD,1.00,--
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,"913,675.67",0.00,"913,675.67","7,583.00",120.49,United States,NASDAQ,USD,1.00,--
APLE,APPLE HOSPITALITY REIT INC,Real Estate,Equity,"915,015.30",0.00,"915,015.30","65,265.00",14.02,United States,NYSE,USD,1.00,--
CVBF,CVB FINANCIAL CORP,Financials,Equity,"910,546.89",0.00,"910,546.89","46,057.00",19.77,United States,NASDAQ,USD,1.00,--
LASR,NLIGHT INC,Information Technology,Equity,"908,049.45",0.00,"908,049.45","11,165.00",81.33,United States,NASDAQ,USD,1.00,--
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"905,902.40",0.00,"905,902.40","71,840.00",12.61,United States,NYSE,USD,1.00,--
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"907,390.00",0.00,"907,390.00","40,150.00",22.60,United States,NASDAQ,USD,1.00,--
OPCH,OPTION CARE HEALTH INC,Health Care,Equity,"902,019.30",0.00,"902,019.30","45,214.00",19.95,United States,NASDAQ,USD,1.00,--
CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,Equity,"902,252.22",0.00,"902,252.22","14,501.00",62.22,United States,NYSE,USD,1.00,--
ADEA,ADEIA INC,Information Technology,Equity,"903,066.76",0.00,"903,066.76","28,687.00",31.48,United States,NASDAQ,USD,1.00,--
TDC,TERADATA CORP,Information Technology,Equity,"900,575.90",0.00,"900,575.90","26,915.00",33.46,United States,NYSE,USD,1.00,--
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Equity,"897,864.48",0.00,"897,864.48","48,744.00",18.42,United States,NYSE,USD,1.00,--
HWKN,HAWKINS INC,Materials,Equity,"897,459.24",0.00,"897,459.24","5,732.00",156.57,United States,NASDAQ,USD,1.00,--
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,"894,848.54",0.00,"894,848.54","17,522.00",51.07,United States,NASDAQ,USD,1.00,--
LMND,LEMONADE INC,Financials,Equity,"892,156.42",0.00,"892,156.42","16,589.00",53.78,United States,NYSE,USD,1.00,--
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity,"888,228.81",0.00,"888,228.81","28,011.00",31.71,United States,NASDAQ,USD,1.00,--
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"888,793.99",0.00,"888,793.99","35,969.00",24.71,United States,NASDAQ,USD,1.00,--
QLYS,QUALYS INC,Information Technology,Equity,"887,074.44",0.00,"887,074.44","10,228.00",86.73,United States,NASDAQ,USD,1.00,--
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"884,779.38",0.00,"884,779.38","66,978.00",13.21,United States,NYSE,USD,1.00,--
VGNT,VERSIGENT PLC,Consumer Discretionary,Equity,"881,537.12",0.00,"881,537.12","19,664.00",44.83,United States,NYSE,USD,1.00,--
MMS,MAXIMUS INC,Industrials,Equity,"874,378.70",0.00,"874,378.70","14,590.00",59.93,United States,NYSE,USD,1.00,--
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Equity,"873,009.72",0.00,"873,009.72","10,754.00",81.18,United States,NASDAQ,USD,1.00,--
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,"873,184.20",0.00,"873,184.20","11,658.00",74.90,United States,NYSE,USD,1.00,--
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"870,513.22",0.00,"870,513.22","22,558.00",38.59,United States,NYSE,USD,1.00,--
BILL,BILL HOLDINGS INC,Information Technology,Equity,"870,793.99",0.00,"870,793.99","22,051.00",39.49,United States,NYSE,USD,1.00,--
KBH,KB HOME,Consumer Discretionary,Equity,"870,934.86",0.00,"870,934.86","18,574.00",46.89,United States,NYSE,USD,1.00,--
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity,"869,243.35",0.00,"869,243.35","15,865.00",54.79,United States,NYSE,USD,1.00,--
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Equity,"866,214.09",0.00,"866,214.09","11,067.00",78.27,United States,NYSE,USD,1.00,--
PLAB,PHOTRONICS INC,Information Technology,Equity,"864,562.23",0.00,"864,562.23","16,623.00",52.01,United States,NASDAQ,USD,1.00,--
SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,Equity,"862,155.84",0.00,"862,155.84","101,192.00",8.52,United States,NASDAQ,USD,1.00,--
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"862,931.16",0.00,"862,931.16","25,844.00",33.39,United States,NASDAQ,USD,1.00,--
ORKA,ORUKA THERAPEUTICS INC,Health Care,Equity,"861,947.10",0.00,"861,947.10","13,489.00",63.90,United States,NASDAQ,USD,1.00,--
SLNO,SOLENO THERAPEUTICS INC,Health Care,Equity,"858,914.91",0.00,"858,914.91","16,209.00",52.99,United States,NASDAQ,USD,1.00,--
DRS,LEONARDO DRS INC,Industrials,Equity,"856,514.24",0.00,"856,514.24","19,984.00",42.86,United States,NASDAQ,USD,1.00,--
DK,DELEK US HOLDINGS INC,Energy,Equity,"857,853.15",0.00,"857,853.15","19,635.00",43.69,United States,NYSE,USD,1.00,--
NMIH,NMI HOLDINGS INC,Financials,Equity,"854,317.93",0.00,"854,317.93","22,679.00",37.67,United States,NASDAQ,USD,1.00,--
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"855,472.80",0.00,"855,472.80","27,419.00",31.20,United States,NYSE,USD,1.00,--
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,"851,025.60",0.00,"851,025.60","9,040.00",94.14,United States,NASDAQ,USD,1.00,--
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,"851,051.52",0.00,"851,051.52","51,392.00",16.56,United States,NASDAQ,USD,1.00,--
WLK,WESTLAKE CORP,Materials,Equity,"847,476.27",0.00,"847,476.27","9,259.00",91.53,United States,NYSE,USD,1.00,--
VRNS,VARONIS SYSTEMS INC,Information Technology,Equity,"841,642.40",0.00,"841,642.40","30,920.00",27.22,United States,NASDAQ,USD,1.00,--
MRX,MAREX GROUP PLC,Financials,Equity,"836,538.24",0.00,"836,538.24","14,584.00",57.36,United Kingdom,NASDAQ,USD,1.00,--
ITGR,INTEGER HOLDINGS CORP,Health Care,Equity,"836,583.48",0.00,"836,583.48","9,314.00",89.82,United States,NYSE,USD,1.00,--
IAC,IAC INC,Communication,Equity,"834,497.04",0.00,"834,497.04","20,852.00",40.02,United States,NASDAQ,USD,1.00,--
MPT,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"835,782.64",0.00,"835,782.64","161,348.00",5.18,United States,NYSE,USD,1.00,--
LEU,CENTRUS ENERGY CORP CLASS A,Energy,Equity,"834,284.16",0.00,"834,284.16","4,338.00",192.32,United States,NYSE,USD,1.00,--
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,Equity,"832,195.56",0.00,"832,195.56","24,234.00",34.34,United States,NASDAQ,USD,1.00,--
SLG,SL GREEN REALTY REIT CORP,Real Estate,Equity,"832,345.92",0.00,"832,345.92","19,152.00",43.46,United States,NYSE,USD,1.00,--
TNGX,TANGO THERAPEUTICS INC,Health Care,Equity,"830,459.04",0.00,"830,459.04","33,392.00",24.87,United States,NASDAQ,USD,1.00,--
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,Equity,"830,528.88",0.00,"830,528.88","9,732.00",85.34,United States,NASDAQ,USD,1.00,--
VC,VISTEON CORP,Consumer Discretionary,Equity,"827,145.48",0.00,"827,145.48","7,154.00",115.62,United States,NASDAQ,USD,1.00,--
BOH,BANK OF HAWAII CORP,Financials,Equity,"825,813.12",0.00,"825,813.12","10,736.00",76.92,United States,NYSE,USD,1.00,--
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,Equity,"823,962.24",0.00,"823,962.24","41,868.00",19.68,Australia,NYSE,USD,1.00,--
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"818,939.28",0.00,"818,939.28","7,426.00",110.28,United States,NASDAQ,USD,1.00,--
AVNT,AVIENT CORP,Materials,Equity,"818,945.60",0.00,"818,945.60","23,560.00",34.76,United States,NYSE,USD,1.00,--
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,"819,817.97",0.00,"819,817.97","3,163.00",259.19,United States,NYSE,USD,1.00,--
WSBC,WESBANCO INC,Financials,Equity,"819,945.90",0.00,"819,945.90","24,623.00",33.30,United States,NASDAQ,USD,1.00,--
TWST,TWIST BIOSCIENCE CORP,Health Care,Equity,"818,236.35",0.00,"818,236.35","15,453.00",52.95,United States,NASDAQ,USD,1.00,--
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity,"814,995.48",0.00,"814,995.48","7,709.00",105.72,United States,NYSE,USD,1.00,--
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"813,124.40",0.00,"813,124.40","79,640.00",10.21,United States,NYSE,USD,1.00,--
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"813,523.02",0.00,"813,523.02","14,666.00",55.47,United States,NYSE,USD,1.00,--
LCII,LCI INDUSTRIES,Consumer Discretionary,Equity,"812,036.25",0.00,"812,036.25","7,125.00",113.97,United States,NYSE,USD,1.00,--
WT,WISDOMTREE INC,Financials,Equity,"812,487.34",0.00,"812,487.34","41,014.00",19.81,United States,NYSE,USD,1.00,--
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"809,144.70",0.00,"809,144.70","41,730.00",19.39,United States,NASDAQ,USD,1.00,--
AWR,AMERICAN STATES WATER,Utilities,Equity,"808,082.99",0.00,"808,082.99","10,439.00",77.41,United States,NYSE,USD,1.00,--
HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Equity,"805,410.00",0.00,"805,410.00","31,400.00",25.65,United States,NYSE,USD,1.00,--
RUN,SUNRUN INC,Industrials,Equity,"805,493.70",0.00,"805,493.70","54,945.00",14.66,United States,NASDAQ,USD,1.00,--
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Equity,"806,108.16",0.00,"806,108.16","36,608.00",22.02,United States,NYSE,USD,1.00,--
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity,"802,243.39",0.00,"802,243.39","18,863.00",42.53,United States,NYSE,USD,1.00,--
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,"800,238.40",0.00,"800,238.40","38,473.00",20.80,United States,NASDAQ,USD,1.00,--
PARR,PAR PACIFIC HOLDINGS INC,Energy,Equity,"800,394.00",0.00,"800,394.00","13,300.00",60.18,United States,NYSE,USD,1.00,--
HAE,HAEMONETICS CORP,Health Care,Equity,"800,879.52",0.00,"800,879.52","14,021.00",57.12,United States,NYSE,USD,1.00,--
KMT,KENNAMETAL INC,Industrials,Equity,"797,178.80",0.00,"797,178.80","22,660.00",35.18,United States,NYSE,USD,1.00,--
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"795,228.50",0.00,"795,228.50","18,925.00",42.02,United States,NYSE,USD,1.00,--
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"795,532.16",0.00,"795,532.16","11,617.00",68.48,United States,NYSE,USD,1.00,--
GEO,GEO GROUP INC,Industrials,Equity,"793,201.68",0.00,"793,201.68","33,912.00",23.39,United States,NYSE,USD,1.00,--
CARG,CARGURUS INC CLASS A,Communication,Equity,"791,914.48",0.00,"791,914.48","26,362.00",30.04,United States,NASDAQ,USD,1.00,--
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"792,277.20",0.00,"792,277.20","4,455.00",177.84,United States,NASDAQ,USD,1.00,--
VCYT,VERACYTE INC,Health Care,Equity,"792,820.90",0.00,"792,820.90","20,381.00",38.90,United States,NASDAQ,USD,1.00,--
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,"792,824.79",0.00,"792,824.79","15,949.00",49.71,United States,NYSE,USD,1.00,--
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,"789,445.44",0.00,"789,445.44","14,364.00",54.96,United States,NYSE,USD,1.00,--
BOKF,BOK FINANCIAL CORP,Financials,Equity,"789,703.93",0.00,"789,703.93","6,203.00",127.31,United States,NASDAQ,USD,1.00,--
CNK,CINEMARK HOLDINGS INC,Communication,Equity,"789,771.96",0.00,"789,771.96","29,961.00",26.36,United States,NYSE,USD,1.00,--
ASH,ASHLAND INC,Materials,Equity,"787,223.00",0.00,"787,223.00","14,020.00",56.15,United States,NYSE,USD,1.00,--
INOD,INNODATA INC,Industrials,Equity,"786,198.15",0.00,"786,198.15","8,721.00",90.15,United States,NASDAQ,USD,1.00,--
LXP,LXP INDUSTRIAL TRUST,Real Estate,Equity,"783,484.62",0.00,"783,484.62","15,234.00",51.43,United States,NYSE,USD,1.00,--
ATKR,ATKORE INC,Industrials,Equity,"779,483.56",0.00,"779,483.56","10,204.00",76.39,United States,NYSE,USD,1.00,--
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,"779,532.60",0.00,"779,532.60","19,740.00",39.49,United States,NASDAQ,USD,1.00,--
NG,NOVAGOLD RESOURCES INC,Materials,Equity,"779,937.48",0.00,"779,937.48","87,732.00",8.89,Canada,Nyse Mkt Llc,USD,1.00,--
ACAD,ACADIA PHARMACEUTICALS INC,Health Care,Equity,"781,190.76",0.00,"781,190.76","35,364.00",22.09,United States,NASDAQ,USD,1.00,--
BCC,BOISE CASCADE,Industrials,Equity,"778,112.80",0.00,"778,112.80","11,212.00",69.40,United States,NYSE,USD,1.00,--
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,"771,856.53",0.00,"771,856.53","49,701.00",15.53,United States,NYSE,USD,1.00,--
TOWN,TOWNEBANK,Financials,Equity,"769,733.89",0.00,"769,733.89","22,553.00",34.13,United States,NASDAQ,USD,1.00,--
JOE,ST JOE,Real Estate,Equity,"771,016.92",0.00,"771,016.92","12,004.00",64.23,United States,NYSE,USD,1.00,--
CPK,CHESAPEAKE UTILITIES CORP,Utilities,Equity,"763,889.16",0.00,"763,889.16","5,988.00",127.57,United States,NYSE,USD,1.00,--
EEFT,EURONET WORLDWIDE INC,Financials,Equity,"763,948.48",0.00,"763,948.48","11,296.00",67.63,United States,NASDAQ,USD,1.00,--
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Equity,"765,127.50",0.00,"765,127.50","26,475.00",28.90,United States,NYSE,USD,1.00,--
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,"759,765.63",0.00,"759,765.63","25,233.00",30.11,United States,NASDAQ,USD,1.00,--
PSN,PARSONS CORP,Industrials,Equity,"759,782.10",0.00,"759,782.10","14,854.00",51.15,United States,NYSE,USD,1.00,--
RXO,RXO INC,Industrials,Equity,"759,846.45",0.00,"759,846.45","43,395.00",17.51,United States,NYSE,USD,1.00,--
BTU,PEABODY ENERGY CORP,Energy,Equity,"758,780.02",0.00,"758,780.02","31,277.00",24.26,United States,NYSE,USD,1.00,--
TRMK,TRUSTMARK CORP,Financials,Equity,"759,498.56",0.00,"759,498.56","17,356.00",43.76,United States,NASDAQ,USD,1.00,--
BELFB,BEL FUSE INC CLASS B,Information Technology,Equity,"756,474.95",0.00,"756,474.95","2,815.00",268.73,United States,NASDAQ,USD,1.00,--
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"756,761.64",0.00,"756,761.64","57,724.00",13.11,United States,NYSE,USD,1.00,--
NIC,NICOLET BANKSHARES INC,Financials,Equity,"751,777.62",0.00,"751,777.62","5,331.00",141.02,United States,NYSE,USD,1.00,--
ICUI,ICU MEDICAL INC,Health Care,Equity,"752,329.83",0.00,"752,329.83","6,117.00",122.99,United States,NASDAQ,USD,1.00,--
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"753,282.70",0.00,"753,282.70","54,193.00",13.90,United States,NYSE,USD,1.00,--
PPTA,PERPETUA RESOURCES CORP,Materials,Equity,"753,397.50",0.00,"753,397.50","24,225.00",31.10,United States,NASDAQ,USD,1.00,--
ARCB,ARCBEST CORP,Industrials,Equity,"751,566.90",0.00,"751,566.90","6,321.00",118.90,United States,NASDAQ,USD,1.00,--
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"749,004.20",0.00,"749,004.20","16,615.00",45.08,United States,NYSE,USD,1.00,--
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,"749,631.52",0.00,"749,631.52","8,536.00",87.82,United States,NYSE,USD,1.00,--
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,"744,420.60",0.00,"744,420.60","14,410.00",51.66,United States,NYSE,USD,1.00,--
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,Equity,"742,881.60",0.00,"742,881.60","16,560.00",44.86,United States,NYSE,USD,1.00,--
CECO,CECO ENVIRONMENTAL CORP,Industrials,Equity,"743,645.12",0.00,"743,645.12","8,639.00",86.08,United States,NASDAQ,USD,1.00,--
WDFC,WD-40,Consumer Staples,Equity,"741,064.77",0.00,"741,064.77","3,671.00",201.87,United States,NASDAQ,USD,1.00,--
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,Equity,"738,158.80",0.00,"738,158.80","28,174.00",26.20,United States,NYSE,USD,1.00,--
AEHR,AEHR TEST SYSTEMS,Information Technology,Equity,"738,531.30",0.00,"738,531.30","6,945.00",106.34,United States,NASDAQ,USD,1.00,--
EXPO,EXPONENT INC,Industrials,Equity,"736,567.08",0.00,"736,567.08","13,724.00",53.67,United States,NASDAQ,USD,1.00,--
BEAM,BEAM THERAPEUTICS INC,Health Care,Equity,"736,891.62",0.00,"736,891.62","24,954.00",29.53,United States,NASDAQ,USD,1.00,--
ROG,ROGERS CORP,Information Technology,Equity,"734,003.37",0.00,"734,003.37","5,139.00",142.83,United States,NYSE,USD,1.00,--
MGEE,MGE ENERGY INC,Utilities,Equity,"735,738.36",0.00,"735,738.36","9,714.00",75.74,United States,NASDAQ,USD,1.00,--
BLBD,BLUE BIRD CORP,Industrials,Equity,"732,179.70",0.00,"732,179.70","10,106.00",72.45,United States,NASDAQ,USD,1.00,--
LOAR,LOAR HOLDINGS INC,Industrials,Equity,"732,426.00",0.00,"732,426.00","11,800.00",62.07,United States,NYSE,USD,1.00,--
STNE,STONECO LTD CLASS A,Financials,Equity,"732,767.10",0.00,"732,767.10","75,543.00",9.70,Brazil,NASDAQ,USD,1.00,--
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"730,481.95",0.00,"730,481.95","22,511.00",32.45,United States,NASDAQ,USD,1.00,--
MGRC,MCGRATH RENT,Industrials,Equity,"728,143.56",0.00,"728,143.56","6,301.00",115.56,United States,NASDAQ,USD,1.00,--
ANDE,ANDERSONS INC,Consumer Staples,Equity,"727,139.41",0.00,"727,139.41","10,067.00",72.23,United States,NASDAQ,USD,1.00,--
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity,"727,275.08",0.00,"727,275.08","27,748.00",26.21,United States,NYSE,USD,1.00,--
TRN,TRINITY INDUSTRIES INC,Industrials,Equity,"727,544.16",0.00,"727,544.16","20,622.00",35.28,United States,NYSE,USD,1.00,--
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,"724,875.79",0.00,"724,875.79","20,693.00",35.03,United States,NASDAQ,USD,1.00,--
VISN,VISTANCE NETWORKS INC,Information Technology,Equity,"714,775.05",0.00,"714,775.05","62,535.00",11.43,United States,NASDAQ,USD,1.00,--
KD,KYNDRYL HOLDINGS INC,Information Technology,Equity,"714,935.55",0.00,"714,935.55","64,235.00",11.13,United States,NYSE,USD,1.00,--
DYN,DYNE THERAPEUTICS INC,Health Care,Equity,"715,314.68",0.00,"715,314.68","39,131.00",18.28,United States,NASDAQ,USD,1.00,--
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,Equity,"715,434.36",0.00,"715,434.36","21,036.00",34.01,United States,NASDAQ,USD,1.00,--
RHI,ROBERT HALF,Industrials,Equity,"715,843.40",0.00,"715,843.40","29,005.00",24.68,United States,NYSE,USD,1.00,--
FBNC,FIRST BANCORP,Financials,Equity,"716,024.40",0.00,"716,024.40","12,324.00",58.10,United States,NASDAQ,USD,1.00,--
PENG,PENGUIN SOLUTIONS INC,Information Technology,Equity,"712,430.40",0.00,"712,430.40","14,410.00",49.44,United States,NASDAQ,USD,1.00,--
FSLY,FASTLY INC CLASS A,Information Technology,Equity,"712,468.64",0.00,"712,468.64","40,298.00",17.68,United States,NASDAQ,USD,1.00,--
UI,UBIQUITI INC,Information Technology,Equity,"712,810.80",0.00,"712,810.80","1,080.00",660.01,United States,NYSE,USD,1.00,--
