Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"2,171,898.29",0.01,"2,171,898.29","19,891.00",109.19,United States,NASDAQ,USD,1.00,--
HSIC,HENRY SCHEIN INC,Health Care,Equity,"2,172,200.76",0.01,"2,172,200.76","29,916.00",72.61,United States,NASDAQ,USD,1.00,--
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,Equity,"2,165,644.82",0.01,"2,165,644.82","7,186.00",301.37,United States,NYSE,USD,1.00,--
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity,"2,161,759.84",0.01,"2,161,759.84","35,248.00",61.33,United States,NYSE,USD,1.00,--
OSK,OSHKOSH CORP,Industrials,Equity,"2,158,796.04",0.01,"2,158,796.04","17,117.00",126.12,United States,NYSE,USD,1.00,--
GKOS,GLAUKOS CORP,Health Care,Equity,"2,158,121.30",0.01,"2,158,121.30","15,182.00",142.15,United States,NYSE,USD,1.00,--
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"2,149,768.74",0.01,"2,149,768.74","13,341.00",161.14,United States,NYSE,USD,1.00,--
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"2,145,519.90",0.01,"2,145,519.90","46,470.00",46.17,United States,NYSE,USD,1.00,--
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"2,145,779.20",0.01,"2,145,779.20","6,784.00",316.30,United States,NASDAQ,USD,1.00,--
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"2,130,459.03",0.01,"2,130,459.03","2,130,459.00",100.00,United States,--,USD,1.00,"Feb 01, 2009"
FLR,FLUOR CORP,Industrials,Equity,"2,107,506.21",0.01,"2,107,506.21","46,329.00",45.49,United States,NYSE,USD,1.00,--
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"2,106,124.68",0.01,"2,106,124.68","10,538.00",199.86,United States,NYSE,USD,1.00,--
MASI,MASIMO CORP,Health Care,Equity,"2,101,854.75",0.01,"2,101,854.75","11,785.00",178.35,United States,NASDAQ,USD,1.00,--
QRVO,QORVO INC,Information Technology,Equity,"2,099,938.44",0.01,"2,099,938.44","23,214.00",90.46,United States,NASDAQ,USD,1.00,--
CRBG,COREBRIDGE FINANCIAL INC,Financials,Equity,"2,100,057.84",0.01,"2,100,057.84","75,924.00",27.66,United States,NYSE,USD,1.00,--
ATR,APTARGROUP INC,Materials,Equity,"2,096,800.29",0.01,"2,096,800.29","17,771.00",117.99,United States,NYSE,USD,1.00,--
IDA,IDACORP INC,Utilities,Equity,"2,089,330.87",0.01,"2,089,330.87","14,663.00",142.49,United States,NYSE,USD,1.00,--
CAVA,CAVA GROUP INC,Consumer Discretionary,Equity,"2,073,148.14",0.01,"2,073,148.14","27,246.00",76.09,United States,NYSE,USD,1.00,--
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"2,059,703.55",0.01,"2,059,703.55","55,955.00",36.81,United States,NYSE,USD,1.00,--
AXS,AXIS CAPITAL HOLDINGS LTD,Financials,Equity,"2,051,978.45",0.01,"2,051,978.45","21,005.00",97.69,United States,NYSE,USD,1.00,--
LEA,LEAR CORP,Consumer Discretionary,Equity,"2,049,883.46",0.01,"2,049,883.46","14,741.00",139.06,United States,NYSE,USD,1.00,--
NFG,NATIONAL FUEL GAS,Utilities,Equity,"2,047,531.20",0.01,"2,047,531.20","25,120.00",81.51,United States,NYSE,USD,1.00,--
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"2,048,029.60",0.01,"2,048,029.60","35,069.00",58.40,United States,NASDAQ,USD,1.00,--
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"2,033,980.68",0.01,"2,033,980.68","11,966.00",169.98,United States,NYSE,USD,1.00,--
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity,"2,023,206.57",0.01,"2,023,206.57","41,349.00",48.93,United States,NYSE,USD,1.00,--
DVA,DAVITA INC,Health Care,Equity,"2,010,150.04",0.01,"2,010,150.04","10,438.00",192.58,United States,NYSE,USD,1.00,--
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"2,008,549.44",0.01,"2,008,549.44","6,771.00",296.64,United States,NYSE,USD,1.00,--
PLXS,PLEXUS CORP,Information Technology,Equity,"2,002,006.48",0.01,"2,002,006.48","7,636.00",262.18,United States,NASDAQ,USD,1.00,--
NPO,ENPRO INC,Industrials,Equity,"1,999,933.80",0.01,"1,999,933.80","6,186.00",323.30,United States,NYSE,USD,1.00,--
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"1,995,727.59",0.01,"1,995,727.59","20,913.00",95.43,United States,NASDAQ,USD,1.00,--
TKR,TIMKEN,Industrials,Equity,"1,991,701.14",0.01,"1,991,701.14","17,061.00",116.74,United States,NYSE,USD,1.00,--
JXN,JACKSON FINANCIAL INC CLASS A,Financials,Equity,"1,992,405.36",0.01,"1,992,405.36","17,898.00",111.32,United States,NYSE,USD,1.00,--
HXL,HEXCEL CORP,Industrials,Equity,"1,992,666.56",0.01,"1,992,666.56","21,547.00",92.48,United States,NYSE,USD,1.00,--
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Equity,"1,988,412.66",0.01,"1,988,412.66","12,402.00",160.33,United States,NYSE,USD,1.00,--
AM,ANTERO MIDSTREAM CORP,Energy,Equity,"1,981,666.22",0.01,"1,981,666.22","91,153.00",21.74,United States,NYSE,USD,1.00,--
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"1,979,376.00",0.01,"1,979,376.00","17,200.00",115.08,United States,NYSE,USD,1.00,--
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,"1,979,051.48",0.01,"1,979,051.48","39,844.00",49.67,United States,NYSE,USD,1.00,--
MXL,MAXLINEAR INC,Information Technology,Equity,"1,974,289.64",0.01,"1,974,289.64","22,238.00",88.78,United States,NASDAQ,USD,1.00,--
MYRG,MYR GROUP INC,Industrials,Equity,"1,968,917.34",0.01,"1,968,917.34","4,162.00",473.07,United States,NASDAQ,USD,1.00,--
AGCO,AGCO CORP,Industrials,Equity,"1,964,036.92",0.01,"1,964,036.92","16,738.00",117.34,United States,NYSE,USD,1.00,--
CIFR,CIPHER DIGITAL INC,Information Technology,Equity,"1,962,277.86",0.01,"1,962,277.86","88,034.00",22.29,United States,NASDAQ,USD,1.00,--
XP,XP CLASS A INC,Financials,Equity,"1,962,998.40",0.01,"1,962,998.40","111,534.00",17.60,Brazil,NASDAQ,USD,1.00,--
UGI,UGI CORP,Utilities,Equity,"1,963,362.24",0.01,"1,963,362.24","57,712.00",34.02,United States,NYSE,USD,1.00,--
MTDR,MATADOR RESOURCES,Energy,Equity,"1,947,826.92",0.01,"1,947,826.92","33,618.00",57.94,United States,NYSE,USD,1.00,--
DOX,AMDOCS LTD,Information Technology,Equity,"1,946,150.25",0.01,"1,946,150.25","31,425.00",61.93,United States,NASDAQ,USD,1.00,--
TEX,TEREX CORP,Industrials,Equity,"1,944,221.40",0.01,"1,944,221.40","30,426.00",63.90,United States,NYSE,USD,1.00,--
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"1,945,441.68",0.01,"1,945,441.68","51,142.00",38.04,United States,NYSE,USD,1.00,--
HQY,HEALTHEQUITY INC,Health Care,Equity,"1,937,977.44",0.01,"1,937,977.44","23,542.00",82.32,United States,NASDAQ,USD,1.00,--
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"1,938,026.09",0.01,"1,938,026.09","47,489.00",40.81,United States,NYSE,USD,1.00,--
IDCC,INTERDIGITAL INC,Information Technology,Equity,"1,934,723.04",0.01,"1,934,723.04","7,184.00",269.31,United States,NASDAQ,USD,1.00,--
MOS,MOSAIC,Materials,Equity,"1,933,220.52",0.01,"1,933,220.52","85,239.00",22.68,United States,NYSE,USD,1.00,--
TECH,BIO TECHNE CORP,Health Care,Equity,"1,919,435.48",0.01,"1,919,435.48","42,902.00",44.74,United States,NASDAQ,USD,1.00,--
MIDD,MIDDLEBY CORP,Industrials,Equity,"1,919,460.16",0.01,"1,919,460.16","13,054.00",147.04,United States,NASDAQ,USD,1.00,--
UEC,URANIUM ENERGY CORP,Energy,Equity,"1,918,028.29",0.01,"1,918,028.29","129,509.00",14.81,United States,Nyse Mkt Llc,USD,1.00,--
AVT,AVNET INC,Information Technology,Equity,"1,909,340.10",0.01,"1,909,340.10","22,030.00",86.67,United States,NASDAQ,USD,1.00,--
TTEK,TETRA TECH INC,Industrials,Equity,"1,908,355.60",0.01,"1,908,355.60","72,838.00",26.20,United States,NASDAQ,USD,1.00,--
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"1,905,545.82",0.01,"1,905,545.82","14,262.00",133.61,United States,NYSE,USD,1.00,--
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity,"1,888,944.89",0.01,"1,888,944.89","28,189.00",67.01,United States,NYSE,USD,1.00,--
AOS,A O SMITH CORP,Industrials,Equity,"1,888,024.93",0.01,"1,888,024.93","32,569.00",57.97,United States,NYSE,USD,1.00,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"1,881,205.56",0.01,"1,881,205.56","118,092.00",15.93,United States,NYSE,USD,1.00,--
LKQ,LKQ CORP,Consumer Discretionary,Equity,"1,881,251.28",0.01,"1,881,251.28","72,328.00",26.01,United States,NASDAQ,USD,1.00,--
INGR,INGREDION INC,Consumer Staples,Equity,"1,875,060.50",0.01,"1,875,060.50","18,338.00",102.25,United States,NYSE,USD,1.00,--
QGEN,QIAGEN NV,Health Care,Equity,"1,863,740.65",0.01,"1,863,740.65","55,985.00",33.29,Germany,NYSE,USD,1.00,--
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"1,864,377.62",0.01,"1,864,377.62","19,286.00",96.67,United States,NASDAQ,USD,1.00,--
EXP,EAGLE MATERIALS INC,Materials,Equity,"1,864,464.75",0.01,"1,864,464.75","9,225.00",202.11,United States,NYSE,USD,1.00,--
SSRM,SSR MINING INC,Materials,Equity,"1,861,761.50",0.01,"1,861,761.50","54,358.00",34.25,Canada,NASDAQ,USD,1.00,--
VICR,VICOR CORP,Industrials,Equity,"1,862,651.94",0.01,"1,862,651.94","6,411.00",290.54,United States,NASDAQ,USD,1.00,--
CORZ,CORE SCIENTIFIC INC,Information Technology,Equity,"1,859,380.88",0.01,"1,859,380.88","74,614.00",24.92,United States,NASDAQ,USD,1.00,--
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,"1,859,956.29",0.01,"1,859,956.29","8,559.00",217.31,United States,NASDAQ,USD,1.00,--
KGS,KODIAK GAS SERVICES INC,Energy,Equity,"1,854,636.55",0.01,"1,854,636.55","24,985.00",74.23,United States,NYSE,USD,1.00,--
THG,HANOVER INSURANCE GROUP INC,Financials,Equity,"1,849,243.06",0.01,"1,849,243.06","9,638.00",191.87,United States,NYSE,USD,1.00,--
RAL,RALLIANT CORP,Information Technology,Equity,"1,844,269.14",0.01,"1,844,269.14","30,702.00",60.07,United States,NYSE,USD,1.00,--
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,Equity,"1,845,125.81",0.01,"1,845,125.81","75,713.00",24.37,United States,NYSE,USD,1.00,--
CBSH,COMMERCE BANCSHARES INC,Financials,Equity,"1,834,071.36",0.01,"1,834,071.36","35,934.00",51.04,United States,NASDAQ,USD,1.00,--
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"1,834,264.30",0.01,"1,834,264.30","35,479.00",51.70,United States,NYSE,USD,1.00,--
PCVX,VAXCYTE INC,Health Care,Equity,"1,834,901.34",0.01,"1,834,901.34","34,278.00",53.53,United States,NASDAQ,USD,1.00,--
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"1,824,541.04",0.01,"1,824,541.04","89,614.00",20.36,United States,NYSE,USD,1.00,--
CART,MAPLEBEAR INC,Consumer Staples,Equity,"1,809,744.21",0.01,"1,809,744.21","47,043.00",38.47,United States,NASDAQ,USD,1.00,--
NE,NOBLE CORPORATION PLC,Energy,Equity,"1,800,147.82",0.01,"1,800,147.82","34,282.00",52.51,United States,NYSE,USD,1.00,--
IESC,IES INC,Industrials,Equity,"1,800,893.43",0.01,"1,800,893.43","2,583.00",697.21,United States,NASDAQ,USD,1.00,--
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"1,797,154.45",0.01,"1,797,154.45","5,915.00",303.83,United States,NYSE,USD,1.00,--
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"1,794,732.32",0.01,"1,794,732.32","6,532.00",274.76,United States,NYSE,USD,1.00,--
AROC,ARCHROCK INC,Energy,Equity,"1,789,612.04",0.01,"1,789,612.04","48,082.00",37.22,United States,NYSE,USD,1.00,--
OMF,ONEMAIN HOLDINGS INC,Financials,Equity,"1,778,461.75",0.01,"1,778,461.75","32,965.00",53.95,United States,NYSE,USD,1.00,--
JBTM,JBT MAREL CORP,Industrials,Equity,"1,776,752.79",0.01,"1,776,752.79","14,127.00",125.77,United States,NYSE,USD,1.00,--
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"1,766,623.97",0.01,"1,766,623.97","36,797.00",48.01,United States,NASDAQ,USD,1.00,--
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"1,767,941.10",0.01,"1,767,941.10","129,330.00",13.67,United States,NYSE,USD,1.00,--
VSNT,VERSANT MEDIA GROUP INC,Communication,Equity,"1,760,583.18",0.01,"1,760,583.18","39,626.00",44.43,United States,NASDAQ,USD,1.00,--
AXTA,AXALTA COATING SYSTEMS LTD,Materials,Equity,"1,749,721.60",0.01,"1,749,721.60","62,135.00",28.16,United States,NYSE,USD,1.00,--
CE,CELANESE CORP,Materials,Equity,"1,745,813.16",0.01,"1,745,813.16","30,452.00",57.33,United States,NYSE,USD,1.00,--
MSA,MSA SAFETY INC,Industrials,Equity,"1,724,015.61",0.01,"1,724,015.61","9,869.00",174.69,United States,NYSE,USD,1.00,--
CHE,CHEMED CORP,Health Care,Equity,"1,713,364.20",0.01,"1,713,364.20","4,020.00",426.21,United States,NYSE,USD,1.00,--
TFX,TELEFLEX INC,Health Care,Equity,"1,708,361.64",0.01,"1,708,361.64","13,113.00",130.28,United States,NYSE,USD,1.00,--
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,"1,708,537.85",0.01,"1,708,537.85","16,187.00",105.55,United States,NASDAQ,USD,1.00,--
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"1,705,193.10",0.01,"1,705,193.10","45,630.00",37.37,United States,NASDAQ,USD,1.00,--
TRNO,TERRENO REALTY REIT CORP,Real Estate,Equity,"1,703,137.49",0.01,"1,703,137.49","25,919.00",65.71,United States,NYSE,USD,1.00,--
ACA,ARCOSA INC,Industrials,Equity,"1,701,171.45",0.01,"1,701,171.45","13,095.00",129.91,United States,NYSE,USD,1.00,--
AVAV,AEROVIRONMENT INC,Industrials,Equity,"1,696,166.01",0.01,"1,696,166.01","10,263.00",165.27,United States,NASDAQ,USD,1.00,--
PB,PROSPERITY BANCSHARES INC,Financials,Equity,"1,695,218.98",0.01,"1,695,218.98","25,298.00",67.01,United States,NYSE,USD,1.00,--
JOBY,JOBY AVIATION INC CLASS A,Industrials,Equity,"1,693,366.64",0.01,"1,693,366.64","159,151.00",10.64,United States,NYSE,USD,1.00,--
RIG,TRANSOCEAN LTD,Energy,Equity,"1,684,174.30",0.01,"1,684,174.30","243,730.00",6.91,United States,NYSE,USD,1.00,--
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"1,685,443.75",0.01,"1,685,443.75","12,325.00",136.75,United States,NYSE,USD,1.00,--
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"1,680,543.33",0.01,"1,680,543.33","39,701.00",42.33,United States,NYSE,USD,1.00,--
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,"1,679,359.08",0.01,"1,679,359.08","15,846.00",105.98,United States,NYSE,USD,1.00,--
TGTX,TG THERAPEUTICS INC,Health Care,Equity,"1,674,551.87",0.01,"1,674,551.87","41,053.00",40.79,United States,NASDAQ,USD,1.00,--
FNB,FNB CORP,Financials,Equity,"1,668,133.10",0.01,"1,668,133.10","96,146.00",17.35,United States,NYSE,USD,1.00,--
CLF,CLEVELAND CLIFFS INC,Materials,Equity,"1,669,164.02",0.01,"1,669,164.02","152,714.00",10.93,United States,NYSE,USD,1.00,--
RGTI,RIGETTI COMPUTING INC,Information Technology,Equity,"1,667,510.18",0.01,"1,667,510.18","86,534.00",19.27,United States,NASDAQ,USD,1.00,--
ALKS,ALKERMES,Health Care,Equity,"1,667,892.80",0.01,"1,667,892.80","43,480.00",38.36,United States,NASDAQ,USD,1.00,--
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"1,665,110.22",0.01,"1,665,110.22","64,866.00",25.67,United States,NYSE,USD,1.00,--
W,WAYFAIR INC CLASS A,Consumer Discretionary,Equity,"1,662,964.51",0.01,"1,662,964.51","26,861.00",61.91,United States,NYSE,USD,1.00,--
VAL,VALARIS LTD,Energy,Equity,"1,660,271.79",0.01,"1,660,271.79","16,077.00",103.27,United States,NYSE,USD,1.00,--
RYN,RAYONIER REIT INC,Real Estate,Equity,"1,661,598.72",0.01,"1,661,598.72","82,176.00",20.22,United States,NYSE,USD,1.00,--
VLY,VALLEY NATIONAL,Financials,Equity,"1,659,868.65",0.01,"1,659,868.65","127,193.00",13.05,United States,NASDAQ,USD,1.00,--
GBCI,GLACIER BANCORP INC,Financials,Equity,"1,652,582.20",0.01,"1,652,582.20","35,570.00",46.46,United States,NYSE,USD,1.00,--
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"1,652,584.80",0.01,"1,652,584.80","8,376.00",197.30,United States,NASDAQ,USD,1.00,--
MTG,MGIC INVESTMENT CORP,Financials,Equity,"1,650,570.64",0.01,"1,650,570.64","63,704.00",25.91,United States,NYSE,USD,1.00,--
SARO,STANDARDAERO,Industrials,Equity,"1,651,501.04",0.01,"1,651,501.04","62,747.00",26.32,United States,NYSE,USD,1.00,--
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary,Equity,"1,648,600.00",0.01,"1,648,600.00","32,972.00",50.00,United States,NYSE,USD,1.00,--
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity,"1,648,163.40",0.01,"1,648,163.40","20,436.00",80.65,United States,NYSE,USD,1.00,--
ETSY,ETSY INC,Consumer Discretionary,Equity,"1,646,227.44",0.01,"1,646,227.44","28,184.00",58.41,United States,NYSE,USD,1.00,--
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"1,642,910.50",0.01,"1,642,910.50","53,725.00",30.58,United States,NYSE,USD,1.00,--
MAC,MACERICH REIT,Real Estate,Equity,"1,639,912.38",0.01,"1,639,912.38","73,407.00",22.34,United States,NYSE,USD,1.00,--
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"1,634,522.58",0.01,"1,634,522.58","166,618.00",9.81,United States,NYSE,USD,1.00,--
VFC,VF CORP,Consumer Discretionary,Equity,"1,636,018.56",0.01,"1,636,018.56","94,677.00",17.28,United States,NYSE,USD,1.00,--
GATX,GATX CORP,Industrials,Equity,"1,629,725.76",0.01,"1,629,725.76","9,243.00",176.32,United States,NYSE,USD,1.00,--
ESNT,ESSENT GROUP LTD,Financials,Equity,"1,616,471.10",0.01,"1,616,471.10","26,874.00",60.15,United States,NYSE,USD,1.00,--
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"1,611,755.88",0.01,"1,611,755.88","59,343.00",27.16,United States,NASDAQ,USD,1.00,--
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Equity,"1,612,394.08",0.01,"1,612,394.08","94,072.00",17.14,United States,NYSE,USD,1.00,--
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,"1,612,543.68",0.01,"1,612,543.68","13,959.00",115.52,United States,NYSE,USD,1.00,--
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,"1,606,837.33",0.01,"1,606,837.33","15,437.00",104.09,United States,NASDAQ,USD,1.00,--
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"1,602,540.00",0.01,"1,602,540.00","80,127.00",20.00,United States,NYSE,USD,1.00,--
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"1,599,158.60",0.01,"1,599,158.60","96,860.00",16.51,United States,NYSE,USD,1.00,--
KMX,CARMAX INC,Consumer Discretionary,Equity,"1,599,361.01",0.01,"1,599,361.01","41,989.00",38.09,United States,NYSE,USD,1.00,--
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"1,600,714.85",0.01,"1,600,714.85","34,387.00",46.55,United States,NYSE,USD,1.00,--
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"1,594,482.02",0.01,"1,594,482.02","11,314.00",140.93,United States,NYSE,USD,1.00,--
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"1,590,144.30",0.01,"1,590,144.30","24,170.00",65.79,United States,NASDAQ,USD,1.00,--
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"1,585,783.90",0.01,"1,585,783.90","9,442.00",167.95,United States,NASDAQ,USD,1.00,--
POOL,POOL CORP,Consumer Discretionary,Equity,"1,583,643.88",0.01,"1,583,643.88","9,037.00",175.24,United States,NASDAQ,USD,1.00,--
GXO,GXO LOGISTICS INC,Industrials,Equity,"1,585,209.60",0.01,"1,585,209.60","31,755.00",49.92,United States,NYSE,USD,1.00,--
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,"1,573,217.80",0.01,"1,573,217.80","17,570.00",89.54,United States,NYSE,USD,1.00,--
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,"1,566,466.70",0.01,"1,566,466.70","27,506.00",56.95,United States,NYSE,USD,1.00,--
NOVT,NOVANTA INC,Information Technology,Equity,"1,564,262.66",0.01,"1,564,262.66","10,046.00",155.71,United States,NASDAQ,USD,1.00,--
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,"1,565,036.88",0.01,"1,565,036.88","42,482.00",36.84,United States,NYSE,USD,1.00,--
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,"1,561,524.80",0.01,"1,561,524.80","27,016.00",57.80,United States,NYSE,USD,1.00,--
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"1,556,270.20",0.01,"1,556,270.20","45,044.00",34.55,United States,NYSE,USD,1.00,--
PRMB,PRIMO BRANDS CLASS A CORP,Consumer Staples,Equity,"1,553,947.33",0.01,"1,553,947.33","66,779.00",23.27,United States,NYSE,USD,1.00,--
RGEN,REPLIGEN CORP,Health Care,Equity,"1,549,149.30",0.01,"1,549,149.30","14,985.00",103.38,United States,NASDAQ,USD,1.00,--
UBSI,UNITED BANKSHARES INC,Financials,Equity,"1,542,495.67",0.01,"1,542,495.67","36,457.00",42.31,United States,NASDAQ,USD,1.00,--
GTX,GARRETT MOTION INC,Consumer Discretionary,Equity,"1,538,333.03",0.01,"1,538,333.03","48,269.00",31.87,United States,NASDAQ,USD,1.00,--
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"1,539,015.80",0.01,"1,539,015.80","4,406.00",349.30,United States,NYSE,USD,1.00,--
MATX,MATSON INC,Industrials,Equity,"1,539,648.00",0.01,"1,539,648.00","8,448.00",182.25,United States,NYSE,USD,1.00,--
BC,BRUNSWICK CORP,Consumer Discretionary,Equity,"1,534,128.12",0.01,"1,534,128.12","19,341.00",79.32,United States,NYSE,USD,1.00,--
TPG,TPG INC CLASS A,Financials,Equity,"1,529,449.75",0.01,"1,529,449.75","35,363.00",43.25,United States,NASDAQ,USD,1.00,--
BKH,BLACK HILLS CORP,Utilities,Equity,"1,529,500.80",0.01,"1,529,500.80","20,544.00",74.45,United States,NYSE,USD,1.00,--
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,"1,526,910.21",0.01,"1,526,910.21","17,691.00",86.31,United States,NASDAQ,USD,1.00,--
TXNM,TXNM ENERGY INC,Utilities,Equity,"1,527,767.64",0.01,"1,527,767.64","25,746.00",59.34,United States,NYSE,USD,1.00,--
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"1,522,313.98",0.01,"1,522,313.98","12,518.00",121.61,United States,NYSE,USD,1.00,--
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"1,522,840.32",0.01,"1,522,840.32","17,757.00",85.76,United States,NASDAQ,USD,1.00,--
POR,PORTLAND GENERAL ELECTRIC,Utilities,Equity,"1,518,546.96",0.01,"1,518,546.96","31,479.00",48.24,United States,NYSE,USD,1.00,--
MUR,MURPHY OIL CORP,Energy,Equity,"1,516,128.75",0.01,"1,516,128.75","38,925.00",38.95,United States,NYSE,USD,1.00,--
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,Equity,"1,516,208.52",0.01,"1,516,208.52","33,716.00",44.97,United States,NASDAQ,USD,1.00,--
SYRE,SPYRE THERAPEUTICS INC,Health Care,Equity,"1,512,319.15",0.01,"1,512,319.15","19,991.00",75.65,United States,NASDAQ,USD,1.00,--
